OBJECTID,FEATURE_ID,OPERATIONAL,LENGTH,DIRECTION,CARRIAGEWAY,ROAD_NAME,BOROUGH,WEEK_DAYS,SATURDAY,SUNDAY,EVENT_DAYS,VEHICLES,ROUTE,LANE_TYPE,ROADTYPE,YEAR_REMOVED,DATASET_LAST_UPDATED,Shape__Length
51124,c7997b43-58c6-49b2-8e75-9762dd8b660c,Live,246,North East,Nearside,Newington Causeway,Southwark,07:00-19:00,07:00-19:00,07:00-19:00,Not Applicable,"Bus, Cycle and Taxi","35, 45, 133, 136, 333, 343, 344, 468, C10, N133, N343",Not Applicable,Borough,,2024/08/13 00:00:00+00,246.026941007838
51125,ce6a34d3-cac5-433f-bd5d-cc42dfd8473f,Live,235,South,Nearside,Blackfriars Bridge,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","40, 63, N63, N89",Not Applicable,TLRN,,2024/08/13 00:00:00+00,234.891610533709
51126,1eaf9436-2604-407a-af04-9200721f3110,Live,50,South,Nearside,Kingsland High Street,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","67, 76, 149, 243, 488, UL23, UL53",Not Applicable,TLRN,,2024/08/13 00:00:00+00,49.5410817546359
51127,4649b30a-5f4f-469e-abe1-52e0e93bbc8c,Live,378,South East,Nearside,Trinity Road,Wandsworth,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi",219,Not Applicable,TLRN,,2024/08/13 00:00:00+00,377.961152120217
51128,fba3f3a0-a859-4551-8d79-fef4e7478970,Live,945,North,Nearside,Clapham Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","155, 333, N155",Not Applicable,TLRN,,2024/08/13 00:00:00+00,945.01807429746
51129,8ab3c6af-6043-4bd7-9674-c5d7a489fb01,Live,129,West,Nearside,Holborn Viaduct,City of London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus and Cycle,"8, 17, 40, 46, 59, 63, 133, 341, N8, N25, N63, N242",Not Applicable,Borough,,2024/08/13 00:00:00+00,129.325063247634
51130,b6099d12-e7ce-45b9-962c-220e0bdf938b,Live,136,West,Nearside,Wandsworth High Street,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","37, 170, 220, 270, 337, 485, 670, UL26",Not Applicable,TLRN,,2024/08/13 00:00:00+00,135.953250939338
51131,22c69306-303f-4676-ac0b-b3f2a4c866b8,Live,332,North East,Nearside,Battersea Park Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","44, 344, N44",Not Applicable,TLRN,,2024/08/13 00:00:00+00,332.001114191696
51132,b5ebde2b-45f0-45d7-bcb5-e042d8fd36da,Live,166,West,Nearside,Holborn,City of London,07:00-19:00,07:00-19:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","8, 17, 46, 59, 133, N8, N25, N242",Not Applicable,Borough,,2024/08/13 00:00:00+00,166.035462476155
51133,54459256-9f07-4b39-b271-7a7ab313e22e,Live,68,East,Nearside,Kennington Road,Lambeth,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","3, 59, 159, 360, N3, N109, SL6",Not Applicable,Borough,,2024/08/13 00:00:00+00,68.1534168594893
51134,61485f4d-8408-433f-9baa-70f0c558e4e5,Live,128,East,Nearside,Barking Road,Newham,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","108, 115, 309, N15, N550, N551",Not Applicable,TLRN,,2024/08/13 00:00:00+00,127.885751440135
51135,480996ee-1665-4fc1-a455-150a7501e1fd,Live,187,North West,Nearside,East Rochester Way,Bexley,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus,No Routes,Not Applicable,TLRN,,2024/08/13 00:00:00+00,186.973246893483
51136,76336697-715d-4f29-92e8-398f5dd70641,Live,196,East,Nearside,Brixton Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","2, 3, 35, 45, 59, 109, 118, 133, 159, 196, 250, 322, 333, 355, 415, 432, N2, N3, N109, N133, N250, P4, SL6, UL37",Not Applicable,TLRN,,2024/08/13 00:00:00+00,195.85890587692
51137,eb5cc2a1-5f93-4add-815f-a7d30e8dcb4d,Live,292,South West,Nearside,Homerton Road,Hackney,07:00-16:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","236, 276, 308, N26, UL21, UL42, UL70, W15",Not Applicable,Borough,,2024/08/13 00:00:00+00,292.388346350243
51138,6ce9bdb1-419a-440b-8957-d37bb0d0081b,Live,252,West,Nearside,The Mall,Ealing,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","207, 483, E11, N7, N11, N83, N207, SL8, UL29, UL36, UL38, UL91, Y7N",Not Applicable,Borough,,2024/08/13 00:00:00+00,251.943623125536
51139,e84cd4c2-7964-429f-8e96-6787522842c6,Live,272,South West,Nearside,Camden Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","29, 253, N29, N253, N279, UL21, UL42, UL70",Not Applicable,TLRN,,2024/08/13 00:00:00+00,271.715309696105
51140,0e8372ce-8701-4318-9e5a-34b5e88d10a8,Live,199,East,Nearside,Selborne Road,Waltham Forest,07:00-19:00,07:00-19:00,07:00-19:00,Not Applicable,"Bus, Cycle and Taxi","34, 58, 212, 230, 275, 675, SL2, UL7, UL10, UL35, UL40, UL60, UL69, W11, W12, W15, W19",Not Applicable,Borough,,2024/08/13 00:00:00+00,199.16770801446
51141,93cb6249-f5d9-4859-a504-1b191d3f6f35,Live,316,North,Nearside,Goldhawk Road,Hammersmith & Fulham,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle and Taxi",237,Not Applicable,Borough,,2024/08/13 00:00:00+00,316.472142279418
51142,02858dd5-58de-4caa-8740-b575fd6aae23,Live,107,North East,Nearside,Borough High Street,Southwark,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","35, 133, 343, C10, N133, N343",Not Applicable,Borough,,2024/08/13 00:00:00+00,106.717379587308
51143,6a604364-55db-4f09-9343-af80e3ce908a,Live,41,North East,Nearside,Wansworth Bridge Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","44, 295, C3, N44",Not Applicable,TLRN,,2024/08/13 00:00:00+00,41.283968717101
51144,8d51d7eb-a11a-452d-ad68-7deed87b257a,Live,92,South,Nearside,Brockley Rise,Lewisham,"07:00-10:00, 16:00-19:00",Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","122, 171, N171",Not Applicable,Borough,,2024/08/13 00:00:00+00,92.423636633203
51145,aa2e6cb8-3099-4b52-8f99-8f99165ed661,Live,90,South West,Nearside,Bishopsford Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","280, N44, S1",Not Applicable,Borough,,2024/08/13 00:00:00+00,90.1274776774278
51146,a8533998-29bd-4402-9421-60c4d74d2e62,Live,337,East,Nearside,Uxbridge Road,Ealing,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","207, 218, N7, N207, SL8, UL5, UL29, UL36, UL38, UL87, UL91, Y7N, Y218",Not Applicable,Borough,,2024/08/13 00:00:00+00,336.546892135068
51147,842bf8c9-34f7-477a-ac31-5ced17e7e5a4,Live,285,South West,Nearside,Seven Sisters Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","259, 279, N279, UL8, UL35, UL65, UL66",Not Applicable,TLRN,,2024/08/13 00:00:00+00,285.243488771269
51148,b2cd4266-4a50-4115-a4f4-874d59785d11,Live,142,South East,Nearside,Scrubs Lane,Hammersmith & Fulham,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle and Taxi","220, Y31",Not Applicable,Borough,,2024/08/13 00:00:00+00,141.823440801449
51149,951f6844-1e0c-4e42-9788-cc532c933eb8,Live,35,North East,Nearside,Twyford Abbey Road,Brent,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi",No Routes,Not Applicable,Borough,,2024/08/13 00:00:00+00,34.8267630185714
51150,3d0013e0-99e5-4143-b726-eae98a909cb1,Live,54,North,Nearside,Hampstead Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","18, 24, 27, 29, 30, 134, 205, N27, N29, N205, N279, Y18, Y27, Y27N",Not Applicable,TLRN,,2024/08/13 00:00:00+00,54.2688892991259
51151,3e5a724b-f08e-4154-911c-445547be223b,Live,147,North East,Nearside,London Road,Merton,07:00-19:00,07:00-19:00,07:00-19:00,Not Applicable,"Bus, Cycle, Motorcycle and Taxi","118, 201, 280, N44, N133",Not Applicable,Borough,,2024/08/13 00:00:00+00,146.899995536805
51152,6bb7c6ac-ed16-4a0f-9bc0-fd456900e28e,Live,556,North East,Nearside,Nine Elms Lame,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","156, 344, 436",Not Applicable,TLRN,,2024/08/13 00:00:00+00,555.589171808579
51153,77f84104-0d3d-4359-9076-394ae17c2ed3,Live,44,South,Nearside,Grand Parade,Haringey,07:00-10:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle, Taxi and Authorised Vehicle","29, 141, 341, N29, UL8, UL63",Not Applicable,Borough,,2024/08/13 00:00:00+00,44.2820045975
51154,ae879e39-548f-44cf-a18a-0ca454b36322,Live,15,North East,Nearside,Headstone Lane,Harrow,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus,"H18, H19",Not Applicable,Borough,,2024/08/13 00:00:00+00,15.0958143119575
51155,5197f0a8-8cfe-40df-a2ed-170ca430c5e1,Live,66,West,Nearside,Bugsbyds Way,Greenwich,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus and Cycle,"180, 472, 486",Not Applicable,Borough,,2024/08/13 00:00:00+00,65.7249612651022
51156,ae49e297-1023-41d4-bb69-ebfe7afc9189,Live,217,North East,Nearside,Putney Bridge Approach,Wandsworth,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus,"14, 22, 39, 74, 85, 93, 220, 265, 270, 378, 424, 430, N22, N33, N72, N74, UL26, UL30, UL64",Not Applicable,Borough,,2024/08/13 00:00:00+00,216.957437931207
51157,3d3463d7-66f4-466a-a82c-7e83eb1712de,Live,80,South East,Nearside,Old Kent Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","21, 53, 63, 78, 172, 363, 415, 453, N21, N53, N63",Not Applicable,TLRN,,2024/08/13 00:00:00+00,80.294347293192
51158,6899c03e-03ac-453a-bb42-4d2eb1138a17,Live,40,South East,Nearside,Great North Road,Haringey,07:00-19:00,07:00-19:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","143, 234, 263, 603, N20, N271, UL4, UL58",Not Applicable,Borough,,2024/08/13 00:00:00+00,39.6095090726985
51159,510a4436-6abf-4f3a-8268-25eac42ee279,Live,99,South East,Nearside,Wandsworth Bridge Road,Hammersmith & Fulham,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle and Taxi","28, 295, N28, Y28, Y295",Not Applicable,Borough,,2024/08/13 00:00:00+00,99.4935653494322
51160,44c79470-0c29-4350-9b3b-fc9afed0e6cc,Live,210,North West,Nearside,Haverstock Hill,Camden,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","1, 268, C11, N5, UL1, UL2, UL70, UL77",Not Applicable,Borough,,2024/08/13 00:00:00+00,209.856921103343
51161,5c277cad-b5b6-4030-88b3-c35b60812f20,Live,83,West,Nearside,Victoria Street,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","2, 3, 6, 11, 13, 24, 26, 36, 36X, 38, 44, 52, 148, 170, 390, C10, N2, N11, N26, N32, N38, N44, N136, Y148",Not Applicable,TLRN,,2024/08/13 00:00:00+00,82.5203692092931
51162,955ad253-4f49-4d26-b062-c18b86635920,Live,75,West,Nearside,Old Street,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","55, 243, N55",Not Applicable,TLRN,,2024/08/13 00:00:00+00,75.4174835206252
51163,b03b24b9-632b-4d8a-9e7f-78c639910509,Live,538,North,Nearside,Streatham High Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","50, 57, 109, 118, 133, 159, 201, 250, 255, 319, 333, N109, N133, N250, P13",Not Applicable,TLRN,,2024/08/13 00:00:00+00,537.586446843818
51164,d007f95c-1b8e-4073-b63b-d61af05f9ae6,Live,390,South West,Nearside,Strand,Westminster,Not in Operation,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle, Motorcycle and Taxi","9, 15, 23, 26, 87, 91, 139, 176, N9, N15, N21, N26, N44, N87, N89, N91, N155, N199, N343, N550, N551, Y23",Not Applicable,Borough,,2024/08/13 00:00:00+00,390.287154812041
51165,5439d016-a1e8-4a13-8626-38df6047d85c,Live,280,West,Nearside,Whitechapel Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","25, 205, 254, N25, N205, N253, UL23, UL53, UL79",Not Applicable,TLRN,,2024/08/13 00:00:00+00,279.873478526964
51166,e162dfe1-0bc1-4bd4-95fc-ddf45ceff21e,Live,42,South,Nearside,High Road,Haringey,07:00-13:00,07:00-13:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","149, 259, 279, 349, N279, UL18, UL50, UL65, UL66",Not Applicable,Borough,,2024/08/13 00:00:00+00,42.0115491934621
51167,6e308835-05dc-4646-bfbf-34d1b146a628,Live,232,North East,Nearside,Seven Sisters Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","259, 279, N279, UL8, UL18, UL35, UL50, UL65, UL66",Not Applicable,TLRN,,2024/08/13 00:00:00+00,231.748719147393
51168,fa11d54f-6cb7-4f21-92cd-89153f8f2893,Live,46,North,Nearside,Fulham Palace Road,Hammersmith & Fulham,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus,"9, 27, 72, 110, 190, 211, 218, 220, 267, 295, 306, 533, H91, N9, N11, N27, N33, N72, N97, N266, UL26, UL38, UL57, UL72, UL76, UL88, UL91, UL94, Y27, Y27N, Y218, Y295",Not Applicable,TLRN,,2024/08/13 00:00:00+00,46.4822783479053
51169,479f6f90-ce64-4c41-b445-7e2687a0ee61,Live,76,North,Nearside,Bessborough Road,Harrow,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","114, 140, 395, 640, H9, H10, H11, N140, SL9, UL78, UL92",Not Applicable,Borough,,2024/08/13 00:00:00+00,76.3846644530305
51170,3b63feca-3e41-419a-9f8f-e64c66c16d0f,Live,67,West,Nearside,Grand Parade,Haringey,07:00-10:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle, Taxi and Authorised Vehicle","29, 141, 341, N29, UL8, UL63",Not Applicable,Borough,,2024/08/13 00:00:00+00,66.9853406880425
51171,0591a8f0-7fce-4b8b-ad22-148180eb0d17,Live,48,North East,Nearside,Ilford Hill,Redbridge,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","25, 86, 147, 169, 296, 396, 425, EL1, N25, N86, UL16, W19",Not Applicable,Borough,,2024/08/13 00:00:00+00,48.4853723227424
51172,0790acb3-3aba-4234-ba21-f69d17fecce7,Live,86,North,Nearside,Park Lane,Croydon,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","50, 75, 154, 197, 403, 405, 412, 468, N68, N250, SL7",Not Applicable,Borough,,2024/08/13 00:00:00+00,86.0308011219959
51173,439f69a8-b21c-4264-8e59-5d27aceb7a6e,Live,112,East,Nearside,The Broadway,Hillingdon,"07:00-10:00, 16:00-19:00",10:00-18:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","207, 427, N207, SL8, UL81, UL82",Not Applicable,Borough,,2024/08/13 00:00:00+00,111.774606871344
51174,bb6ba964-8e1b-4ecc-b23c-6e1b99f977b4,Live,19,South West,Nearside,Drury Crescent,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","439, S4",Not Applicable,Borough,,2024/08/13 00:00:00+00,18.8419300220814
51175,0502c0a4-1583-422c-a2af-89bbdbd4e6db,Live,88,South,Nearside,Newington Causeway,Transport for London,07:00-19:00,07:00-19:00,07:00-19:00,Not Applicable,"Bus, Cycle and Taxi","35, 45, 133, 136, 196, 333, 343, 344, 360, 468, C10, N133, N343, P5",Not Applicable,TLRN,,2024/08/13 00:00:00+00,87.6774432876375
51176,6b924a9a-06f4-4547-812b-9e23d323b6d1,Live,175,South East,Nearside,Garratt Lane,Wandsworth,07:00-19:00,07:00-19:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","44, 77, 155, 264, 270, 280, 493, N44",Not Applicable,Borough,,2024/08/13 00:00:00+00,175.196709621631
51177,8076df5f-b578-4bc7-bea9-84c58a16ff57,Live,420,East,Nearside,Lavender Hill,Wandsworth,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","77, 87, 156, 345, N87, UL3",Not Applicable,Borough,,2024/08/13 00:00:00+00,420.135467822123
51178,cdea8040-f76b-4189-8ac9-a20689a8acb8,Live,299,North East,Nearside,Woolwich Road,Greenwich,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","161, 177, 180, 472, N1",Not Applicable,Borough,,2024/08/13 00:00:00+00,298.977816099249
51179,dc0e7f8c-335e-493d-a261-f467a0da937e,Live,418,East,Nearside,Uxbridge Road,Ealing,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","207, 483, E2, E7, E8, E11, N11, N83, N207, SL8, UL38, UL82, UL91",Not Applicable,Borough,,2024/08/13 00:00:00+00,418.002053525253
51180,294b850b-1f5c-4dbc-b8c8-83b01017ec1d,Live,531,North,Nearside,High Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","76, 149, 243, 318, 349, 476, N73",Not Applicable,TLRN,,2024/08/13 00:00:00+00,530.970841231854
51181,b05ab9ed-0cf0-4efd-b678-73ee75a27a54,Live,90,East,Nearside,Alfred's Way,Barking & Dagenham,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi",173,Not Applicable,TLRN,,2024/08/13 00:00:00+00,90.412368835736
51182,ac673b61-03b9-4c1c-89e8-6ffb185d29d9,Live,88,South,Nearside,Albert Embankment,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","77, 344",Not Applicable,TLRN,,2024/08/13 00:00:00+00,88.3957901854441
51183,50e68a5f-1d78-416b-bf33-ac0abbdf266b,Live,103,South,Nearside,Brook Drive,Southwark,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","3, 59, 159, 360, N3, N109, SL6",Not Applicable,Borough,,2024/08/13 00:00:00+00,103.275516933395
51184,da7a7423-2af0-4c89-89fe-682f3ad201d3,Live,156,South,Nearside,Finchley Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","13, 46, 113, 187, N113, UL6, UL92",Not Applicable,TLRN,,2024/08/13 00:00:00+00,155.927690352716
51185,fa3c5eb6-8264-4d47-99f8-7e3b1992cd34,Live,167,East,Nearside,Kew Bridge Road,Hounslow,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","65, 237, 267, N9, N65",Not Applicable,Borough,,2024/08/13 00:00:00+00,167.282083984542
51186,d7a0a649-a045-48e2-8d5f-df5505c36de0,Live,58,South,Nearside,High Street,Hounslow,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","90, 117, 235, 635, H25, H26",Not Applicable,Borough,,2024/08/13 00:00:00+00,58.1468764876724
51187,223bcf1e-91e6-4ada-8cd1-be596f109ed0,Live,118,West,Nearside,Romford Road,Newham,"07:00-10:00, 16:00-19:00",Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","25, 86, 308, 425, N25, N86, UL16",Not Applicable,Borough,,2024/08/13 00:00:00+00,118.142719727365
51188,a49f8eff-b0c6-4fdf-ba20-b5d8f77f9fbb,Live,16,West,Nearside,Ariel Way,Hammersmith & Fulham,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus,"31, 49, 148, 207, 228, 237, 260, 316, C1, SL8, Y31, Y148, Y228",Not Applicable,Borough,,2024/08/13 00:00:00+00,16.0914012130174
51189,9fb48b91-83a0-4fd7-8e64-fcf0e7027d2d,Live,70,South West,Nearside,Burnt Oak Broadway,Brent,"07:00-10:00, 16:00-19:00","07:00-10:00, 16:00-19:00",Not in Operation,Not Applicable,"Bus, Cycle and Taxi","32, 142, 292, N32, UL55",Not Applicable,Borough,,2024/08/13 00:00:00+00,69.7180012828201
51190,a07e5d9e-4c3b-40cf-8599-60d06620c9f2,Live,250,North East,Nearside,Hampton Court Road,Richmond upon Thames,07:00-19:00,07:00-19:00,07:00-19:00,Not Applicable,"Bus, Cycle and Taxi","111, 216, 411",Not Applicable,Borough,,2024/08/13 00:00:00+00,250.383098425798
51191,d09d82b6-02f7-4fd2-b8e2-81e56fb16e0f,Live,31,South West,Nearside,Burntwood Lane,Wandsworth,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus,"690, G1",Not Applicable,Borough,,2024/08/13 00:00:00+00,31.4352917490717
51192,b45f8a54-4407-4500-b984-d1adf8a31774,Live,171,East,Nearside,Chiswick High Road,Hounslow,07:00-19:00,07:00-19:00,07:00-19:00,Not Applicable,"Bus, Cycle and Taxi","110, 190, 237, 267, H91, N9, N11, UL29, UL38, UL76, UL88, UL91, UL94",Not Applicable,Borough,,2024/08/13 00:00:00+00,171.004530142939
51193,0d1e1c61-b2c6-4ea9-955b-c285e7357f65,Live,155,North East,Nearside,Clapham Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","155, 196, 333, N155, UL37",Not Applicable,TLRN,,2024/08/13 00:00:00+00,154.619897125306
51194,40f122bf-d008-4dfc-bace-cc7333495756,Live,246,East,Nearside,Jamaica Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","47, 108, 188, 381, C10, N199, N381, P12, UL53",Not Applicable,TLRN,,2024/08/13 00:00:00+00,245.528754619495
51195,3f1b99bb-a69e-4536-80a6-928f10184649,Live,1063,North,Nearside,Castelnau,Richmond upon Thames,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","33, 209, 419, 485, 533",Not Applicable,Borough,,2024/08/13 00:00:00+00,1063.39025113594
51196,e2a08a20-c55b-42da-be03-07dcc297bb13,Live,60,North West,Nearside,Kilburn High Road,Brent,"07:00-10:00, 16:00-19:00",10:00-19:00,10:00-19:00,Not Applicable,"Bus, Cycle and Taxi","16, 98, N32, N98",Not Applicable,Borough,,2024/08/13 00:00:00+00,60.3238398442183
51197,0605446b-92bf-4a09-8566-77e135ce870b,Live,82,South,Nearside,High Road,Haringey,07:00-13:00,07:00-13:00,Not in Operation,Not Applicable,"Bus, Cycle and Taxi","149, 259, 279, 349, N279, UL18, UL50, UL65, UL66",Not Applicable,Borough,,2024/08/13 00:00:00+00,81.7564568216311
51198,04b5c9d1-1808-4169-925a-5dd1167975a1,Live,38,South West,Nearside,Worple Road,Merton,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus,"57, 93, 131, 163, 164, 200, 219, 493, N87, UL30, UL64",Not Applicable,Borough,,2024/08/13 00:00:00+00,38.1466627987546
51199,128a72a8-4067-4f6f-acd1-6d91ace63301,Live,8,North West,Nearside,Oldchurch Rise,Havering,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,Bus and Cycle,"5, 128, 175, 193, 365, 496, 498, 499",Not Applicable,Borough,,2024/08/13 00:00:00+00,8.07602144829966
51200,0f550de4-b29e-4fdb-aad5-a33b73174685,Live,845,North,Nearside,Queenstown Road,Wandsworth,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle and Taxi","137, 156, 452, N137, Y452",Not Applicable,Borough,,2024/08/13 00:00:00+00,844.64317886544
51201,d01f8ba4-43da-4d74-821c-4828a0123c44,Live,193,North East,Nearside,Chiswick High Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","110, 237, 267, N9, UL9, UL70, UL73, UL88",Not Applicable,TLRN,,2024/08/13 00:00:00+00,193.131678780094
51202,83725edb-38c5-465e-811a-ec4f2cb49f83,Live,73,South West,Nearside,Borough High Street,Southwark,07:00-19:00,07:00-19:00,07:00-19:00,Not Applicable,"Bus, Cycle and Taxi","35, 133, 343, C10, N133, N343",Not Applicable,Borough,,2024/08/13 00:00:00+00,72.7736259654022
51203,9d09c6da-e5c0-42ec-b12e-ef0012279425,Live,222,South,Nearside,Mildmay Park,Islington,16:00-19:00,Not in Operation,Not in Operation,Not Applicable,"Bus, Cycle and Taxi",141,Not Applicable,Borough,,2024/08/13 00:00:00+00,221.786101253662
51204,b21b0c12-ca98-4b7e-ae42-6b6744eaaa93,Live,530,South West,Nearside,Kennington Park Road,Transport for London,24 Hours (All Day),24 Hours (All Day),24 Hours (All Day),Not Applicable,"Bus, Cycle, Motorcycle and Taxi","133, 155, 333, 415, N133, N155",Not Applicable,TLRN,,2024/08/13 00:00:00+00,530.145337031341
